air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate,distance,plant_capacity,nameplate_capacity_MW1,NOx_tons1,SO2_tons1,CO2_tons1,CH4_lbs1,N2O_lbs1,PM2.5_tons1,dist_from_county1,nameplate_capacity_MW2,NOx_tons2,SO2_tons2,CO2_tons2,CH4_lbs2,N2O_lbs2,PM2.5_tons2,dist_from_county2,nameplate_capacity_MW3,NOx_tons3,SO2_tons3,CO2_tons3,CH4_lbs3,N2O_lbs3,PM2.5_tons3,dist_from_county3,nameplate_capacity_MW4,NOx_tons4,SO2_tons4,CO2_tons4,CH4_lbs4,N2O_lbs4,PM2.5_tons4,dist_from_county4,nameplate_capacity_MW5,NOx_tons5,SO2_tons5,CO2_tons5,CH4_lbs5,N2O_lbs5,PM2.5_tons5,dist_from_county5,fuel_type1_Biomass,fuel_type1_Coal,fuel_type1_Gas,fuel_type1_Oil,fuel_type1_Other Fossil,fuel_type2_Biomass,fuel_type2_Coal,fuel_type2_Gas,fuel_type2_Oil,fuel_type2_Other Fossil,fuel_type3_Biomass,fuel_type3_Coal,fuel_type3_Gas,fuel_type3_Oil,fuel_type3_Other Fossil,fuel_type4_Biomass,fuel_type4_Coal,fuel_type4_Gas,fuel_type4_Oil,fuel_type4_Other Fossil,fuel_type5_Biomass,fuel_type5_Coal,fuel_type5_Gas,fuel_type5_Oil,fuel_type5_Other Fossil,cardio_death,total_cancer,bladder,brain,breast,breast_insitu,cervix,colon,esophagus,kidney and renal,leukemia,liver,lung,melanoma,non-hudgkin lymphoma,oral cavity,ovay,pancreas,prostate,stomach,thyroid,uteras,Rate_range,bladder_range,brain_range,breast_range,breast_insitu_range,cervix_range,colon_range,esophagus_range,kidney and renal_range,leukemia_range,liver_range,lung_range,melanoma_range,non-hudgkin lymphoma_range,oral cavity_range,ovay_range,pancreas_range,prostate_range,stomach_range,thyroid_range,uteras_range,Pediatric Asthma,Adult Asthma,COPD,Adult Chronic Lung Disease
8,92000,7.8,55.2,3.8,3.5,29.1,33.7,26.8,16.9,4.2,12.3,3.1,82,2449.8,13.9,0,25.438,0.003,0,0,16.4020788,14,335.7,54.386,2.23,18205.844,781.8,113.959,5.232582066,15,9.2,0,10.145,0,0,0,5.79977535,17,2.2,66.235,0.101,0,72.651,7.265,0.229571906,18,274.7,73.962,0.697,137423.907,5889.681,589.027,3.683390195,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,166.9,489.3,22,7.9,152.6,42.8,5,29.3,1.4,11.5,13.9,3,47.5,25.4,18.9,7.5,12.4,12,141.7,7.5,6.3,32.3,17.4,3.6,2.4,13.9,7.5,3,6,1.3,3.8,4.3,1.9,7.2,6,4.8,3,3.9,3.6,12.8,3.2,3.1,6.1,1.261288321,8.04462149,4.45550161,12.24111953
7.5,67000,7.3,79,8.2,8,34.9,35.7,36.2,22.3,8,17.3,3.5,72,1311,371,60.144,1.007,199310.336,7281.583,728.158,8.592368652,30,7.6,9.422,0.177,6478.377,244.375,24.438,0.44629428,32,8.8,0,6.428,0,0,0,2.82070215,34,7.1,0,2.113,0,0,0,0.927412447,34,2.4,0,3.473,0.001,0,0,1.524066543,35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,235.2,467.6,27.8,5.4,129.6,23.3,0,33.2,0,16.3,13.3,0,49.9,30.1,15.7,0,0,7.3,94.6,8.8,0,35.7,46.4,11.3,5.9,35.7,16,0,18.9,0,13,11.8,0,20.1,19.8,13.3,0,0,8.5,27.9,10.1,0,18.3,1.21190589,8.092531186,4.662087478,12.3835465
7.5,59000,8.5,83.4,11.7,10,38.1,37.7,29.5,19.2,10.5,18,4.2,85,1311,2.4,0,3.473,0.001,0,0,1.524066543,19,7.6,9.422,0.177,6478.377,244.375,24.438,0.44629428,24,1.4,52.841,0.065,0,46.257,4.626,0.14616945,31,61.6,216.33,257.655,110219.236,17569.102,2488.168,8.405367868,34,7.1,0,2.113,0,0,0,0.927412447,35,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,211.8,476.6,27.1,0,122.5,24.2,0,35.4,0,0,0,0,65,0,0,0,0,0,123.3,0,0,27.9,65.6,15.5,0,55.4,29.7,0,29.3,0,0,0,0,34.6,0,0,0,0,0,44,0,0,25.3,1.060593604,8.233988325,5.105648278,12.70245828
8.5,65000,8.6,71,6.6,8,29.5,34,30.3,20,8.7,16.4,3.2,57,1311,7.1,0,2.113,0,0,0,0.927412447,5,371,60.144,1.007,199310.336,7281.583,728.158,8.592368652,11,1.4,52.841,0.065,0,46.257,4.626,0.14616945,14,2.4,0,3.473,0.001,0,0,1.524066543,15,1.2,87.702,0.129,0,92.494,9.249,0.292274354,21,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,179.6,463.4,21.7,7.7,136.6,35.4,5.7,28.1,0,11.6,11.4,4.9,56.7,22.7,17.4,9.3,9,12,113.9,9.8,9.3,32.2,27.2,5.9,3.7,21.3,11,5.3,9.5,0,6.3,6.2,4,12.8,9.1,7.7,5.6,5.5,6,18.9,6,6.3,10.2,1.210154343,8.173348637,4.107066905,12.08872523
10.4,68000,9.6,71.7,11.3,13.4,41.3,36.4,30.9,26.6,11.2,18,2.8,128,1776.4,939.4,50.521,3.849,762545.203,28447.358,2844.736,36.93002202,10,927.1,181.543,11.492,2276467.875,78581.774,7858.177,110.2532064,10,2534,154.544,9.199,1822321,68380.397,6838.04,60.09704487,11,89.8,135.009,604.874,0,53895.54,14292.48,8.436992401,13,104.2,367.256,2.531,0,16303.841,9009.438,1.220168551,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,263.9,506.4,15.8,7,124.4,23.9,0,45.8,0,10.6,0,0,58.6,28.2,10.7,0,12.9,9.7,158,0,0,25.5,49.9,9.3,6.4,34.1,15.2,0,21.2,0,11.2,0,0,23.2,17.7,10.6,0,12.1,9.9,40.7,0,0,15.8,3.059934099,6.956986375,7.612432095,15.41900436
10.6,55000,9.5,86.7,17.2,10,41.8,37.5,35.8,25.5,13.1,21,2.4,59,3567.5,3.8,2.197,0.009,1006.565,37.975,3.79,0.154236512,30,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,34,2822,6807.229,965.96,20965151.5,4419705.464,642612.857,135.9824197,37,1416.7,490.525,142.687,598479.725,117468.333,17090.854,89.24702673,43,748,60.07,1.062,209853.617,8101.532,831.828,13.75522584,44,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,283.6,438.7,17.4,6.7,113.6,21.6,0,34.4,0,11.2,0,0,49.8,16.5,16.1,0,14.1,11.5,96.9,0,9.4,23.5,43.7,9,6.2,31.8,14.5,0,17.7,0,10.3,0,0,19.7,12.9,11.8,0,12.1,9.8,28.9,0,10.5,15,3.009727189,6.959346222,8.013269061,15.67926191
10.8,50000,13.3,81.1,14.9,17,44.2,36.1,34.1,27.6,14.5,20,4.1,98,3567.5,748,60.07,1.062,209853.617,8101.532,831.828,13.75522584,15,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,19,570,213.35,2.036,403263.156,15041.017,1504.102,26.51673212,34,4.8,0,6.48,0,0,0,2.843266707,40,55.4,45.154,178.191,13620.879,4874.408,2958.45,0.961595013,43,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,370.3,485.9,20.3,5,117.1,21.9,12.4,43.4,0,15.6,11.1,7,63.2,13.8,12.1,7.4,9.9,13.6,138.7,6.9,0,21,33.2,6.7,3.7,22.9,10,8.8,13.8,0,8.6,7.6,5.6,15.7,8.8,7.4,5.7,6.7,7.5,26,6.2,0,10,2.824560012,7.094448704,7.936969569,15.57341653
10.2,39000,11.3,85.6,17.4,18.7,48.5,37.7,27.3,23.3,16.3,20.6,3.7,118,1776.4,2683.8,366.459,25.816,5113785.062,193812.953,19381.295,196.1363191,27,822.8,136.114,10.615,2102571.812,81348.163,8134.816,101.8305345,30,103,19.517,0.034,6588.915,247.637,24.764,0.440548293,33,495,150.515,1.911,378643.484,13938.282,1393.828,27.91283601,38,1099.2,23.586,0.452,79106.424,3119.253,328.792,2.170367595,38,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,269.2,500.1,20.2,0,116.2,18.1,0,31.6,0,15.6,0,0,43.3,0,16.3,0,0,0,144,0,0,27.1,60.6,12.2,0,41.7,17.2,0,22,0,16.8,0,0,24.1,0,16.9,0,0,0,46,0,0,20.8,2.708048075,7.15350677,8.394949034,15.85273087
10.3,50000,9,87.1,17.2,13.9,45.7,40.5,26.7,30.1,14.7,21.1,2.5,78,2441,953,212.394,24.995,177236.078,37559.146,5471.494,5.753610903,16,77.9,206.044,497.718,33305.693,58609.359,12173.29,15.43319089,17,4.8,0,6.48,0,0,0,2.843266707,19,570,213.35,2.036,403263.156,15041.017,1504.102,26.51673212,24,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,279.3,402.8,19.2,0,83.9,0,0,41.3,0,0,0,0,50.6,0,0,0,0,0,78.1,0,0,18.4,60.4,13,0,40.3,0,0,31.3,0,0,0,0,29.2,0,0,0,0,0,35.5,0,0,22.1,2.441621663,7.302046094,9.146573363,16.2888872
10.2,53000,11.3,86.4,18.2,16.1,42.2,35.1,36.2,28,13.9,21.5,2.9,130,3567.5,939.4,50.521,3.849,762545.203,28447.358,2844.736,36.93002202,14,927.1,181.543,11.492,2276467.875,78581.774,7858.177,110.2532064,14,104.2,367.256,2.531,0,16303.841,9009.438,1.220168551,30,2034,3462.81,1149.051,5283997.438,768776.092,108753.017,215.8821669,31,2534,154.544,9.199,1822321,68380.397,6838.04,60.09704487,33,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,308.5,414.7,20.4,0,99,25.5,13.3,42.1,0,16,0,0,55,13.6,11.3,0,0,0,108.7,0,0,20.6,50.2,11.3,0,35.2,19,14.3,23.5,0,14.8,0,0,25.1,14.5,12.5,0,0,0,37.4,0,0,16.4,3.135346983,6.887852783,7.752776088,15.53708584
7.4,45000,8.8,88.2,18.7,11.9,46.6,39.7,26.5,22.7,14.2,21.9,2.7,123,3567.5,822.8,136.114,10.615,2102571.812,81348.163,8134.816,101.8305345,19,748,60.07,1.062,209853.617,8101.532,831.828,13.75522584,23,98.6,22.588,0.166,31115.4,1188.46,118.846,1.25537728,25,55.4,45.154,178.191,13620.879,4874.408,2958.45,0.961595013,29,2034,3462.81,1149.051,5283997.438,768776.092,108753.017,215.8821669,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,327.5,492,26.2,0,151.1,0,0,63.8,0,0,0,0,71.7,0,0,0,0,0,121.7,0,0,0,94.5,23.3,0,80.9,0,0,54.1,0,0,0,0,50.4,0,0,0,0,0,66.5,0,0,0,2.684563758,7.16137889,8.587553386,15.97773032
9.8,50000,7.6,84,17.8,14.9,42.7,39.1,27.1,21.4,14.2,21.1,2.6,110,2441,570,213.35,2.036,403263.156,15041.017,1504.102,26.51673212,23,748,60.07,1.062,209853.617,8101.532,831.828,13.75522584,27,1956.8,980.703,1655.944,2375431.559,480251.135,69905.933,78.60557795,33,539.7,102.581,6.969,1388275.438,50855.236,5085.524,2.219244793,33,1239,267.122,18.355,3635939.812,136576.276,13657.628,239.4493858,33,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,340.8,419.2,16.8,0,107.1,0,0,35.6,0,0,0,0,52.1,0,0,0,0,0,105.1,0,0,0,83,17,0,61.8,0,0,35.3,0,0,0,0,41.2,0,0,0,0,0,59.4,0,0,0,3.013295918,6.941938932,8.238123873,15.83483664
9.8,47000,8.8,88.4,16.8,15.9,49.9,41.4,26.8,18.6,17.4,20.3,3.1,132,3567.5,98.6,22.588,0.166,31115.4,1188.46,118.846,1.25537728,16,822.8,136.114,10.615,2102571.812,81348.163,8134.816,101.8305345,20,2034,3462.81,1149.051,5283997.438,768776.092,108753.017,215.8821669,25,55.4,45.154,178.191,13620.879,4874.408,2958.45,0.961595013,28,939.4,50.521,3.849,762545.203,28447.358,2844.736,36.93002202,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,273.2,402.9,0,0,82.4,0,0,47,0,0,0,0,35.2,0,0,0,0,0,108.1,0,0,0,96.4,0,0,63.4,0,0,51.4,0,0,0,0,41.7,0,0,0,0,0,66.5,0,0,0,2.14084507,7.511737089,9.530516432,16.4600939
10.5,52000,9.6,84.6,17.7,10.5,41.5,38,28.8,27.8,12.5,20.1,2.4,42,3567.5,902.4,78.282,4.815,953648.781,36797.34,3679.734,25.03522761,35,1.6,0,2.274,0,0,0,0.9978213,36,2822,6807.229,965.96,20965151.5,4419705.464,642612.857,135.9824197,36,900,80.979,6.078,1203914.246,46821.957,4682.196,31.74194547,37,3.8,2.197,0.009,1006.565,37.975,3.79,0.154236512,38,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,341.2,434.7,19.4,7.9,117.2,21.7,7.8,41.7,0,11.1,10,0,51.2,24.1,15.9,5.6,11.4,12.2,77.6,0,0,16.8,36.6,7.7,5.6,27.1,11.8,8.3,16.5,0,8.7,9.1,0,16.6,13.2,9.9,5.9,8.8,8.4,21.7,0,0,10.9,2.935573567,7.010589836,8.016328462,15.65994202
9.7,38000,14.4,83.4,16.1,35.3,53.9,38.7,42,35.7,26.7,21.8,7.4,140,1776.4,104.2,367.256,2.531,0,16303.841,9009.438,1.220168551,15,939.4,50.521,3.849,762545.203,28447.358,2844.736,36.93002202,31,2534,154.544,9.199,1822321,68380.397,6838.04,60.09704487,31,927.1,181.543,11.492,2276467.875,78581.774,7858.177,110.2532064,31,77.4,154.23,429.663,23416.669,89275.663,16423.24,16.96636698,33,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,381,491.5,14.1,0,144.6,19.1,20.4,49.8,0,17.3,0,0,38.4,0,0,0,0,14,156.3,14,0,23.1,58,10.3,0,44.6,16.4,19.7,25.7,0,15.3,0,0,20.9,0,0,0,0,14,46.9,16,0,16.8,3.069422129,6.911740263,8.044767023,15.71832234
7.7,47000,9.4,86,22,17.7,42,37.9,28.8,30.8,15.2,22.2,2.5,67,2441,4.8,0,6.48,0,0,0,2.843266707,9,953,212.394,24.995,177236.078,37559.146,5471.494,5.753610903,30,77.9,206.044,497.718,33305.693,58609.359,12173.29,15.43319089,31,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,32,570,213.35,2.036,403263.156,15041.017,1504.102,26.51673212,46,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,310.5,388,15.4,7,93.5,12.8,14.4,45.1,0,15,9.2,0,38.6,13.6,13.5,0,8.8,11.3,86.9,9.2,0,17.3,37.8,7.7,5.7,26.8,10,12.2,18.1,0,11.5,8.8,0,16.1,11,10.1,0,9.1,9.6,25.1,9.4,0,11.7,3.162242876,6.864551062,7.785592676,15.56839432
10.6,63000,14.2,74.2,12.7,11.3,40.1,36.8,33.1,26,11.5,18.3,2.7,113,1776.4,89.8,135.009,604.874,0,53895.54,14292.48,8.436992401,22,2534,154.544,9.199,1822321,68380.397,6838.04,60.09704487,29,97,25.606,0.535,106055.818,4535.493,453.549,12.45178512,30,822.8,136.114,10.615,2102571.812,81348.163,8134.816,101.8305345,31,939.4,50.521,3.849,762545.203,28447.358,2844.736,36.93002202,35,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,323.7,512.9,22,7.8,128.1,20.3,11.3,33.5,0,17.5,13.4,0,52.8,33.1,11.9,8.7,10.1,13.5,145.7,11.5,0,20.9,41.9,9,5.6,29,11.7,9.8,15,0,11.1,9.7,0,18.3,15.5,9.3,8.1,8.4,9.8,32.2,10.3,0,11.6,2.899291609,7.069305485,7.703449451,15.43367657
8.2,48000,12.7,82.3,14.7,12.9,42.9,38,31.7,30.9,15.6,19.7,4.1,77,3567.5,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,4,4.8,0,6.48,0,0,0,2.843266707,23,748,60.07,1.062,209853.617,8101.532,831.828,13.75522584,32,953,212.394,24.995,177236.078,37559.146,5471.494,5.753610903,42,77.9,206.044,497.718,33305.693,58609.359,12173.29,15.43319089,43,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,325.6,467.9,18.9,10,110.2,14.9,16.2,36.9,0,12.9,10.6,6,57.7,18.1,14.7,8.8,15.9,9.8,108.3,9.2,0,21.6,33.7,6.8,5.4,23.2,8.9,10.7,13.7,0,7.9,7.1,5.3,15.4,10,8.7,6.6,9.6,6.7,23.3,7.6,0,10.5,2.81818093,7.087944828,8.184935187,15.74078596
10,47000,11,83.8,16.5,13.3,45.2,40,35.7,29.9,15.3,21,2.9,60,2441,4.8,0,6.48,0,0,0,2.843266707,31,953,212.394,24.995,177236.078,37559.146,5471.494,5.753610903,52,77.9,206.044,497.718,33305.693,58609.359,12173.29,15.43319089,53,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,53,902.4,78.282,4.815,953648.781,36797.34,3679.734,25.03522761,59,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,334.4,456.5,18.4,5.4,129.6,17.1,13.3,40.6,0,11.9,14.9,0,58,25.8,12.8,0,18.2,0,86.8,0,0,16.7,46.4,9.2,5.9,35.8,14.4,14.4,20.1,0,11.5,13.2,0,22.3,18.1,11.2,0,13.5,0,28.6,0,0,13.6,2.714125082,7.143964949,8.510720794,15.93191423
10.8,58000,11.8,65.9,9.5,15.6,40.1,31.9,33.5,27.8,14.4,15.6,3.6,80,3567.5,3.8,2.197,0.009,1006.565,37.975,3.79,0.154236512,7,2822,6807.229,965.96,20965151.5,4419705.464,642612.857,135.9824197,11,1416.7,490.525,142.687,598479.725,117468.333,17090.854,89.24702673,18,2034,3462.81,1149.051,5283997.438,768776.092,108753.017,215.8821669,33,55.4,45.154,178.191,13620.879,4874.408,2958.45,0.961595013,35,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,271.3,456.3,16.6,5.9,131.9,31.6,7.5,34.2,1.3,11.6,10.1,4.7,43.6,13.3,12.2,6.3,11.9,12.2,161.2,8.3,5.5,21.7,13.8,2.6,1.6,10.2,5.1,2.7,5.1,1.1,3,2.8,1.9,5.6,3.4,3.1,2.3,3,3,11.9,2.8,2.5,4,2.999349958,6.991463999,7.533776257,15.34893231
10.8,59000,10.6,63.6,9.6,9.8,35.8,31.8,29.2,22,17.9,15.7,2.8,96,1776.4,2683.8,366.459,25.816,5113785.062,193812.953,19381.295,196.1363191,15,103,19.517,0.034,6588.915,247.637,24.764,0.440548293,19,3.6,2.315,0.003,51.604,4.237,0.424,0.013701338,26,120.5,312.818,0.59,0,134642.958,24655.8,1.386006396,35,726,96.043,1.813,357077.277,12798.369,1282.445,58.64607683,39,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,225,384.5,15.3,5.9,104.2,20,9.9,27.8,0,6.9,8.1,0,41.1,14,10.8,8,7.6,10.7,125.6,8,4.5,21.4,28.7,6,3.8,20.4,9.1,6.9,10.7,0,5.5,5.9,0,12.9,7.9,6.7,5.8,5.8,6.9,24.1,6.5,4.9,9.3,2.759079548,7.202498337,6.945351883,14.87613213
10.6,71000,10.4,75.1,14.7,8.8,40.5,36.3,29.5,24.4,10.4,18.4,2.5,11,3567.5,902.4,78.282,4.815,953648.781,36797.34,3679.734,25.03522761,13,900,80.979,6.078,1203914.246,46821.957,4682.196,31.74194547,13,1.6,0,2.274,0,0,0,0.9978213,15,1826,11.153,3.672,3152.6,94.737,9.474,0.281221655,49,4.8,0,6.48,0,0,0,2.843266707,71,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,289,456.8,20.8,8.2,129.2,24.7,7.1,33.2,0,11.9,9.5,0,44.6,26.4,14.9,8.2,10.1,11.3,101.1,9,0,20.3,36.1,7.8,5.3,27.3,12.3,7.1,13.9,0,8.6,7.9,0,15.4,13.1,9.4,7.2,8.3,8.1,24.3,7.6,0,11.1,2.909183394,7.07046993,7.729780491,15.45369175
9.4,37000,11.2,85.3,17.8,34.8,54.2,37.5,28.5,24.8,21.9,22.7,9.2,111,1776.4,97,25.606,0.535,106055.818,4535.493,453.549,12.45178512,13,2534,154.544,9.199,1822321,68380.397,6838.04,60.09704487,16,89.8,135.009,604.874,0,53895.54,14292.48,8.436992401,21,104.2,367.256,2.531,0,16303.841,9009.438,1.220168551,23,927.1,181.543,11.492,2276467.875,78581.774,7858.177,110.2532064,35,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,336.8,593.4,0,0,137.2,0,0,53.7,0,0,0,0,0,0,0,0,0,0,182.7,0,0,0,124.2,0,0,88.6,0,0,54,0,0,0,0,0,0,0,0,0,0,97.4,0,0,0,2.893890675,7.022093144,8.246032569,15.80748885
10,38000,12.4,79.5,16.4,27.1,50.3,34.6,21,25.7,27.9,18.6,6,87,1776.4,2683.8,366.459,25.816,5113785.062,193812.953,19381.295,196.1363191,38,103,19.517,0.034,6588.915,247.637,24.764,0.440548293,40,120.5,312.818,0.59,0,134642.958,24655.8,1.386006396,41,3.6,2.315,0.003,51.604,4.237,0.424,0.013701338,42,822.8,136.114,10.615,2102571.812,81348.163,8134.816,101.8305345,44,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,347.5,492.2,12.1,0,125.6,0,0,48.1,0,0,0,0,36.4,0,0,0,0,0,222.5,0,0,32.4,83.1,13.7,0,61.7,0,0,37.6,0,0,0,0,30.4,0,0,0,0,0,83.7,0,0,32.6,2.302319084,7.42665549,8.303995529,15.67476949
7.5,68000,10.4,56.2,8.3,10.1,37.8,33.1,30.2,25,10.5,15.3,2.7,33,3567.5,902.4,78.282,4.815,953648.781,36797.34,3679.734,25.03522761,28,900,80.979,6.078,1203914.246,46821.957,4682.196,31.74194547,30,1.6,0,2.274,0,0,0,0.9978213,33,4.8,0,6.48,0,0,0,2.843266707,49,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,61,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,259.8,441.1,17.5,6.5,138.2,31.3,6.8,35.9,0,15.1,11,4.8,49.5,20.9,16.1,6.5,11.2,11,95.2,8.1,5.5,23,18.3,3.7,2.3,14.3,6.9,3.6,7.3,0,4.8,4.1,2.6,8.2,5.7,4.9,3.2,4.2,4,12.2,3.9,3.2,5.7,2.848310594,7.113397443,7.635464735,15.37212777
10.7,51000,11.8,79.3,16.7,14.5,42.3,39,37.8,30.4,15.4,20.3,2.4,52,3567.5,4.8,0,6.48,0,0,0,2.843266707,25,138,136.388,2.957,131425.54,3801.827,380.183,6.707269821,31,902.4,78.282,4.815,953648.781,36797.34,3679.734,25.03522761,45,900,80.979,6.078,1203914.246,46821.957,4682.196,31.74194547,47,1.6,0,2.274,0,0,0,0.9978213,49,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,302.1,440.8,20.6,6.5,105.9,16.2,12.6,36.3,0,11.3,11.9,5,56.3,18.5,13.8,5.5,11.5,6.2,91.9,0,9.5,22.7,34.9,7.5,4.5,24.5,9.9,9.7,14.4,0,8.7,8.4,5.5,16.7,10.9,9,5.6,8.5,6.2,22.7,0,8,11.8,3.314774719,6.76255284,7.637900815,15.51190844
8.6,50000,13.5,66.3,12.7,22.3,44.7,33.6,34.8,27.8,20.4,16.7,4.9,94,1776.4,97,25.606,0.535,106055.818,4535.493,453.549,12.45178512,20,89.8,135.009,604.874,0,53895.54,14292.48,8.436992401,21,2534,154.544,9.199,1822321,68380.397,6838.04,60.09704487,24,104.2,367.256,2.531,0,16303.841,9009.438,1.220168551,41,939.4,50.521,3.849,762545.203,28447.358,2844.736,36.93002202,43,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,253.4,457.5,13.3,4.8,128,24.2,10.6,37.8,0,12.3,7.7,5.4,43.1,13.9,13.7,6.1,9.2,13.5,159.2,10.5,3.4,24,23.9,4.1,2.6,17.6,7.7,5.6,9.4,0,5.4,4.4,3.4,9.7,5.9,5.6,3.9,4.7,5.6,20.8,5.7,3.3,7.2,3.093407645,6.933346391,7.380285703,15.27161357
7.4,56000,9.7,78.7,16,12.6,39.3,36.3,31.2,21.5,14.4,20,2.6,23,3567.5,902.4,78.282,4.815,953648.781,36797.34,3679.734,25.03522761,15,1.6,0,2.274,0,0,0,0.9978213,18,900,80.979,6.078,1203914.246,46821.957,4682.196,31.74194547,18,4.8,0,6.48,0,0,0,2.843266707,57,2822,6807.229,965.96,20965151.5,4419705.464,642612.857,135.9824197,58,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,307.8,480,18.8,8.2,125,23,6.9,45.8,0,11.7,12.6,0,53.6,22.7,17.3,8.8,10,11.5,128.4,5.5,5.4,17.9,32.2,6.4,4.7,23.4,10.1,6.7,14.2,0,7.4,7.8,0,14.3,10.7,8.8,6.2,6.6,7,23.9,5.5,5.6,8.9,3.016274201,6.964290183,7.937739296,15.62940534
9.7,47000,9.6,82.9,18.1,21.2,44.8,38.5,24.7,25.5,17.5,19.8,2.7,135,2441,594.1,117.028,6.348,1257390,48424.315,4842.432,81.43550324,25,539.7,102.581,6.969,1388275.438,50855.236,5085.524,2.219244793,26,1239,267.122,18.355,3635939.812,136576.276,13657.628,239.4493858,26,1956.8,980.703,1655.944,2375431.559,480251.135,69905.933,78.60557795,26,495,150.515,1.911,378643.484,13938.282,1393.828,27.91283601,27,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,340.9,431.9,12.4,0,91.3,19.3,0,50.6,0,0,0,0,50.1,0,0,0,0,0,107.3,0,0,19.6,67.9,11.8,0,46,22,0,35,0,0,0,0,31.3,0,0,0,0,0,46.8,0,0,21,2.757417103,7.111692845,8.542757417,15.96422339
10.8,41000,12.5,82.5,14.7,21.3,44.4,34.7,25.2,26,20.3,21.3,3.1,74,1776.4,120.5,312.818,0.59,0,134642.958,24655.8,1.386006396,12,3.6,2.315,0.003,51.604,4.237,0.424,0.013701338,15,103,19.517,0.034,6588.915,247.637,24.764,0.440548293,19,2683.8,366.459,25.816,5113785.062,193812.953,19381.295,196.1363191,23,726,96.043,1.813,357077.277,12798.369,1282.445,58.64607683,35,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,259.5,405.2,14.3,0,101.1,23.9,11,28.4,0,14,11.8,0,58,9.2,12.6,0,0,0,106.3,0,0,13.5,45.1,9,0,31,15.9,11.5,17.4,0,12.2,11.7,0,22.6,9.8,11.8,0,0,0,33.9,0,0,11.5,3.162937651,6.897676735,7.333825575,15.25834092
