FIPS,air_quality_annual_PM2p5,median_household_income,percent_diagnosed_diabetes,percent_EDU_less_col,percent_EDU_less_HS,percent_food_stamp,percent_high_BP,percent_high_chol,percent_obisity,percent_phys_inactivity,percent_poverty,percent_somker_status,unemployment_rate
27029,5.6,51000.0,7.6,82.4,14.5,9.8,36.0,34.4,29.4,26.2,12.8,21.5,5.8
27035,5.9,58000.0,7.2,73.8,5.7,6.5,33.9,31.7,26.9,21.5,8.5,18.1,4.0
27041,5.7,70000.0,7.6,72.8,4.5,5.6,32.2,31.4,28.0,22.2,7.4,16.1,2.8
27051,5.7,67000.0,6.8,82.1,7.0,7.5,35.3,34.0,27.3,20.6,9.3,18.5,3.7
27057,5.5,63000.0,7.4,71.6,6.2,9.4,35.9,34.9,32.2,23.2,9.1,17.3,4.1
27061,5.2,59000.0,8.5,75.4,5.8,10.1,33.7,33.7,29.1,20.4,10.5,18.8,4.7
27067,6.1,65000.0,6.0,75.6,9.1,10.4,31.4,31.2,29.7,18.3,8.2,16.8,3.6
27069,5.8,51000.0,8.9,73.7,3.2,5.9,35.6,33.9,27.0,20.3,10.3,16.9,2.9
27071,4.8,57000.0,8.1,84.9,7.3,9.3,37.9,35.9,29.5,23.0,11.6,18.9,4.4
27073,5.9,65000.0,7.5,81.2,6.5,6.0,37.1,35.4,31.6,22.5,8.6,16.7,2.8
27077,4.9,57000.0,8.2,78.7,3.7,5.1,36.7,35.2,21.0,19.6,8.8,17.3,3.7
27085,6.4,76000.0,7.7,82.7,6.7,4.5,30.0,31.9,33.7,23.1,5.8,17.8,3.4
27087,5.3,49000.0,9.2,87.1,13.9,24.5,38.2,32.7,23.8,23.5,15.3,26.9,5.9
27089,6.0,62000.0,8.9,81.5,9.9,4.7,33.5,32.3,27.0,22.6,7.9,17.8,4.2
27093,6.0,67000.0,7.3,81.8,6.5,5.4,32.8,33.1,31.4,20.3,6.2,17.8,3.4
27097,6.1,63000.0,8.1,82.7,8.9,6.8,33.7,31.9,32.1,22.0,9.8,19.0,4.4
27107,5.7,51000.0,7.5,78.6,6.9,9.8,34.6,32.9,24.7,20.7,10.5,17.5,3.9
27111,5.7,67000.0,7.7,74.1,7.9,6.0,34.6,36.0,33.8,21.5,7.8,16.4,3.4
27113,6.2,64000.0,6.7,80.3,5.8,7.1,31.3,31.9,31.8,20.9,8.2,18.4,3.7
27119,6.8,60000.0,7.5,72.7,6.8,11.3,31.8,30.0,30.0,19.2,10.6,17.9,3.8
27121,5.8,64000.0,8.1,77.7,6.3,5.4,34.6,34.1,31.4,19.8,7.9,17.2,2.8
27125,6.7,69000.0,8.7,83.0,6.0,7.8,34.3,33.4,22.5,20.9,8.3,18.8,4.0
27129,6.7,56000.0,7.7,84.9,9.6,8.3,33.5,32.4,26.7,21.7,8.6,18.9,3.9
27135,5.8,62000.0,8.1,81.0,8.5,5.2,34.7,32.9,32.2,23.2,7.3,18.4,2.9
27141,6.9,93000.0,8.1,74.3,5.9,4.1,27.7,28.4,34.0,20.4,4.4,17.3,3.5
27145,5.6,66000.0,7.4,72.2,8.1,8.5,28.1,28.4,31.9,21.7,10.6,16.4,3.6
27149,6.0,68000.0,8.2,70.2,5.2,5.2,27.4,27.8,27.7,19.2,9.1,15.7,2.4
27151,6.1,59000.0,9.2,78.5,9.0,7.9,36.3,33.9,30.5,22.3,9.5,18.5,3.7
27153,5.9,53000.0,7.5,86.1,12.6,6.5,34.1,34.3,31.9,23.4,12.2,19.9,3.7
27155,6.5,56000.0,8.5,84.2,5.9,12.9,34.4,33.3,21.1,20.6,11.6,17.9,3.1
27159,5.4,47000.0,8.0,83.1,8.6,11.2,35.9,33.4,34.0,20.3,11.2,19.8,4.5
27167,5.7,66000.0,8.3,76.3,5.4,11.0,31.7,32.1,25.7,22.6,8.3,16.9,2.8
27171,6.2,86000.0,6.6,69.0,6.0,2.9,26.7,29.1,28.2,19.3,4.6,16.6,3.1
27173,6.2,62000.0,7.2,83.3,8.3,5.9,34.0,32.2,28.8,21.6,8.6,18.6,3.0
30001,5.6,53000.0,6.5,67.5,5.3,6.4,30.0,31.5,25.1,18.5,13.3,15.4,2.8
30003,5.8,43000.0,13.4,81.4,10.8,31.4,34.1,29.1,35.6,25.2,28.9,27.3,7.8
30005,5.2,46000.0,10.4,75.5,10.3,15.5,33.4,29.0,35.6,26.7,20.9,24.1,3.8
30007,4.9,62000.0,7.2,72.8,5.6,6.6,32.9,34.5,25.1,17.2,9.1,16.5,4.0
30009,5.2,62000.0,7.2,68.5,4.6,5.4,35.1,36.1,25.4,16.8,11.2,14.7,3.4
30011,4.4,48000.0,6.4,78.9,7.7,2.6,35.5,35.1,23.6,22.5,14.7,16.5,2.6
30013,5.0,53000.0,8.6,72.7,7.6,11.7,32.3,28.8,30.3,20.5,13.5,17.5,3.3
30015,4.8,51000.0,7.8,71.0,7.0,5.4,33.6,32.0,24.9,24.6,15.1,18.3,2.7
30017,5.0,60000.0,9.6,72.3,6.3,8.7,31.2,31.7,28.5,23.3,11.5,16.1,3.1
30019,4.9,50000.0,7.7,76.9,4.6,2.5,34.8,35.3,27.1,20.0,11.2,15.2,1.9
30021,4.5,56000.0,6.9,75.1,7.3,5.9,30.4,32.4,32.5,25.3,10.8,16.4,3.1
30023,6.3,47000.0,8.0,80.0,10.1,11.7,34.8,34.4,27.0,22.7,17.9,20.7,3.3
30025,4.3,63000.0,6.7,84.4,5.1,4.1,30.6,31.8,24.9,21.2,9.4,17.5,2.6
30027,3.7,50000.0,7.7,72.8,5.4,6.2,33.9,34.2,28.0,19.3,13.6,15.8,3.3
30029,5.5,59000.0,6.0,68.0,5.8,9.2,30.3,30.6,27.0,17.2,10.5,16.5,4.0
30031,6.6,70000.0,4.1,48.4,3.0,3.7,20.0,24.0,19.2,13.0,8.8,12.3,2.4
30033,4.7,46000.0,7.3,79.1,3.5,2.8,34.1,35.1,19.2,20.5,15.0,17.5,2.6
30035,5.5,41000.0,13.0,76.8,12.3,31.4,34.6,30.6,37.5,27.3,24.3,27.5,7.0
30037,4.4,43000.0,7.9,78.2,7.7,8.0,37.1,35.4,23.1,19.8,18.6,16.7,3.5
30039,6.2,53000.0,6.9,68.9,6.9,6.0,35.7,37.0,23.2,19.1,12.7,15.8,4.4
30041,5.3,50000.0,8.5,73.3,7.8,18.0,30.9,30.0,32.2,27.7,18.9,19.2,3.1
30043,5.9,80000.0,6.4,64.8,5.0,5.2,31.0,34.0,29.4,17.1,6.7,15.0,3.2
30045,3.9,51000.0,6.5,75.5,4.1,3.7,35.1,35.0,22.7,21.9,15.7,15.7,2.7
30047,7.9,52000.0,8.4,68.6,7.0,16.7,34.0,34.2,30.4,20.6,18.3,17.8,3.8
30049,7.6,61000.0,6.9,57.5,4.4,10.1,30.3,32.2,26.4,16.4,10.2,14.2,3.0
30051,4.9,53000.0,7.0,78.3,28.5,3.3,34.6,34.8,25.8,26.0,19.0,20.4,2.4
30053,9.8,43000.0,7.3,80.3,8.5,16.0,38.3,37.1,30.2,20.2,17.9,18.6,6.0
30055,4.7,47000.0,7.1,84.1,5.9,1.4,35.0,34.8,28.2,21.7,14.5,15.7,1.8
30057,5.5,58000.0,6.2,66.2,4.0,3.3,33.3,35.5,24.4,17.8,9.9,13.4,3.2
30059,4.1,44000.0,7.5,73.8,5.6,8.1,37.7,36.4,24.7,20.5,16.6,15.5,2.5
30061,7.6,57000.0,6.9,78.1,8.5,14.0,39.1,37.8,26.3,19.5,14.9,18.6,5.3
30063,8.8,63000.0,5.4,55.8,4.2,10.2,24.2,27.5,24.2,16.2,11.8,13.4,3.4
30065,4.7,51000.0,6.7,82.4,8.7,12.1,36.9,36.7,25.1,23.4,15.4,18.2,4.2
30067,5.3,57000.0,5.8,67.9,4.6,6.3,30.7,34.5,22.3,16.5,10.9,15.3,3.5
30069,4.5,39000.0,6.8,73.5,1.4,3.7,34.7,35.2,23.7,22.3,15.0,16.3,2.6
30071,4.7,47000.0,7.3,81.8,8.2,8.1,35.3,33.2,26.8,28.0,14.9,18.5,3.8
30073,5.1,49000.0,10.2,75.8,6.8,12.0,33.0,33.2,33.1,23.2,18.5,18.1,3.2
30075,6.3,60000.0,7.6,76.3,6.6,2.6,35.0,35.7,22.1,19.6,12.6,15.7,2.7
30077,6.0,53000.0,7.5,82.3,9.6,8.6,32.6,33.5,31.6,23.2,16.5,19.9,2.6
30079,4.6,49000.0,6.7,72.4,12.9,4.7,38.3,36.7,21.7,21.2,12.8,18.1,3.6
30081,9.1,59000.0,7.1,71.6,8.3,9.6,33.5,36.2,26.5,18.6,11.3,15.8,3.6
30083,5.4,69000.0,8.2,81.5,5.8,5.3,28.8,29.8,35.7,27.9,8.0,17.5,4.0
30085,4.9,43000.0,13.7,81.3,11.1,27.3,37.1,29.1,34.2,31.6,23.8,29.4,4.2
30087,4.9,55000.0,10.1,82.2,9.6,19.9,32.2,31.1,32.3,23.1,17.5,20.7,4.0
30089,8.6,46000.0,7.1,81.0,10.0,13.3,40.2,37.4,23.6,18.1,16.3,19.4,4.8
30091,4.7,51000.0,7.5,74.7,6.6,4.8,33.3,32.8,29.7,24.5,11.8,16.6,3.3
30093,7.5,54000.0,9.7,72.5,6.5,13.5,31.6,31.6,32.8,19.6,13.2,17.8,3.6
30095,5.1,73000.0,6.8,73.7,6.6,5.6,32.2,34.1,35.7,24.9,7.8,15.1,2.9
30097,4.4,59000.0,8.1,78.3,4.4,3.6,33.8,34.8,23.2,22.6,9.3,15.4,2.4
30099,5.0,55000.0,5.6,74.6,7.3,6.7,31.7,32.4,24.4,20.0,12.4,16.8,3.1
30101,5.4,50000.0,7.8,77.7,13.0,7.5,31.1,32.5,25.5,21.5,15.8,19.7,2.6
30103,5.2,57000.0,7.9,71.8,8.7,7.7,37.5,36.6,25.0,20.5,12.5,15.5,3.2
30105,5.0,47000.0,9.0,80.7,6.5,11.0,36.2,33.3,32.0,24.8,13.4,18.6,3.1
30107,4.1,39000.0,7.8,80.4,12.2,9.4,35.5,36.1,23.8,21.3,20.9,20.2,5.3
30109,4.0,51000.0,7.6,76.9,9.1,1.9,34.4,34.4,22.9,18.2,11.7,16.0,3.8
30111,6.2,58000.0,7.7,67.2,5.2,10.3,30.6,29.9,31.1,21.9,10.6,17.0,3.2
38001,4.0,51000.0,7.2,76.5,7.2,4.9,38.6,36.3,24.0,20.0,10.8,17.3,3.4
38003,5.3,52000.0,9.5,69.6,5.8,7.0,34.6,34.3,32.0,21.7,9.9,15.5,3.1
38005,5.1,51000.0,9.7,82.8,13.7,29.1,39.0,32.3,29.2,30.4,24.2,28.5,5.0
38007,2.9,76000.0,7.7,73.8,7.8,4.5,35.8,34.6,29.1,19.5,10.0,16.1,2.9
38009,5.0,62000.0,7.4,74.9,6.1,7.1,37.0,36.0,26.6,24.6,9.7,15.8,4.8
38011,4.1,67000.0,7.0,80.5,10.1,3.4,35.5,34.2,26.5,22.4,8.9,17.2,2.5
38013,1.5,74000.0,8.3,78.4,6.3,4.2,35.9,35.1,31.5,25.2,7.9,16.6,4.3
38015,4.9,72000.0,7.3,63.5,5.6,4.7,29.9,31.6,30.0,21.4,8.6,14.5,3.1
38017,5.1,61000.0,8.3,59.2,4.9,6.4,26.6,27.2,32.3,19.5,9.7,15.2,2.9
38019,5.3,54000.0,8.3,77.2,6.7,3.9,39.3,37.8,26.0,20.4,8.5,15.9,3.1
38021,5.3,61000.0,7.9,72.3,7.4,4.3,35.0,33.8,26.0,18.6,10.2,15.1,2.7
38023,4.3,65000.0,7.8,83.8,7.5,3.3,40.1,37.8,27.6,21.5,10.7,18.4,2.4
38025,4.4,74000.0,8.7,80.9,11.2,4.1,32.7,32.9,32.4,26.7,10.0,18.7,3.3
38027,4.8,54000.0,7.3,77.7,9.6,7.0,37.2,36.2,24.5,27.7,11.2,17.9,4.0
38029,4.5,50000.0,9.2,80.6,11.8,6.0,41.3,37.1,25.3,25.8,13.7,16.5,4.6
38031,4.8,63000.0,7.6,74.7,8.1,4.4,36.0,34.9,29.0,23.3,7.9,16.4,2.8
38033,3.7,58000.0,7.6,75.9,6.4,4.2,37.8,35.7,25.3,23.9,11.0,16.5,2.7
38035,6.2,55000.0,9.6,63.8,4.6,6.4,27.2,26.7,31.3,22.2,12.7,15.7,3.2
38037,4.0,48000.0,8.8,81.0,7.8,7.2,41.8,38.1,30.6,24.6,13.5,17.3,2.7
38039,5.0,54000.0,7.8,72.5,9.0,6.2,39.6,37.1,31.4,21.1,9.6,15.1,2.8
38041,4.0,53000.0,8.0,84.4,13.4,5.6,37.8,34.6,25.8,21.6,11.6,18.5,3.2
38043,4.5,49000.0,5.9,82.8,10.2,5.3,40.0,36.4,32.7,30.3,13.5,18.8,5.2
38045,5.2,58000.0,6.8,74.9,13.1,3.2,39.8,37.3,30.7,24.3,10.9,16.4,2.3
38047,4.6,48000.0,6.9,78.3,12.5,5.0,38.6,37.5,23.3,26.0,14.5,16.3,3.0
38049,4.5,59000.0,7.6,79.6,9.6,6.3,36.4,35.1,29.6,27.0,12.0,17.7,4.3
38051,4.7,49000.0,8.5,85.1,16.4,4.8,42.6,39.8,29.4,25.4,12.2,17.5,3.5
38053,1.8,85000.0,7.5,73.2,8.6,2.8,26.2,26.4,34.2,24.5,7.5,20.0,5.5
38055,4.1,71000.0,7.4,78.9,8.0,4.1,39.8,35.4,33.6,25.9,8.4,17.0,3.7
38057,2.2,80000.0,6.8,79.1,9.5,3.8,36.8,34.4,30.6,24.7,8.0,16.9,4.7
38059,4.6,72000.0,9.2,72.7,7.8,5.8,32.4,34.0,31.0,21.9,8.3,17.1,3.8
38061,4.1,68000.0,9.6,78.5,10.1,2.9,31.6,29.6,40.9,27.9,11.0,22.2,3.5
38063,5.0,53000.0,8.6,73.8,7.4,5.7,38.6,36.7,28.3,21.6,9.8,16.2,3.7
38065,3.2,67000.0,7.7,80.4,7.6,4.4,37.2,36.2,28.9,23.9,10.7,17.4,3.8
38067,5.9,62000.0,8.7,78.5,10.6,5.3,37.3,35.5,34.0,24.5,7.6,17.8,4.8
38069,4.8,51000.0,6.1,72.1,5.5,6.2,39.9,34.5,33.8,22.8,11.0,16.2,3.4
38071,5.1,58000.0,8.7,73.7,8.4,9.1,34.3,33.1,34.5,23.8,12.2,19.3,3.3
38073,5.4,65000.0,9.0,79.5,8.9,4.9,36.5,34.6,25.3,24.7,9.3,17.1,2.6
38075,4.4,67000.0,7.4,77.4,6.3,4.5,37.0,35.6,36.0,23.1,7.7,16.5,3.4
38077,6.0,66000.0,7.9,77.8,7.9,6.2,30.8,31.5,29.7,23.8,9.4,16.3,2.7
38079,5.2,45000.0,15.2,81.0,11.3,33.0,41.6,33.2,44.3,31.1,21.3,29.6,10.6
38081,5.3,69000.0,7.3,81.4,6.1,4.6,34.9,35.6,29.9,27.1,7.4,16.2,2.7
38083,4.3,46000.0,8.6,85.1,15.8,9.9,43.9,38.9,25.7,25.9,16.6,16.8,5.3
38085,4.3,36000.0,11.4,85.5,14.3,31.2,38.3,30.0,25.2,25.7,28.3,34.4,3.5
38087,3.8,53000.0,7.7,74.1,8.8,4.2,37.4,36.7,28.1,21.2,13.5,15.9,2.8
38089,4.0,66000.0,7.5,75.5,7.8,5.4,31.1,30.9,36.1,22.5,10.0,18.1,4.7
38091,5.2,68000.0,7.7,71.7,3.2,3.8,36.8,35.5,25.9,22.8,7.9,14.4,3.0
38093,5.1,60000.0,7.1,75.9,8.5,6.6,32.8,33.4,31.6,27.7,10.6,17.9,3.0
38095,5.1,58000.0,7.0,85.5,10.9,6.3,41.5,37.8,28.1,23.2,9.8,19.1,3.3
38097,5.8,70000.0,8.3,69.9,6.4,5.0,33.2,32.9,35.3,19.2,7.0,15.7,3.0
38099,5.8,58000.0,7.4,82.6,13.2,6.8,36.5,33.9,34.2,23.9,10.6,18.7,4.6
38101,4.6,64000.0,9.4,71.0,5.5,5.8,29.5,27.6,37.3,26.0,8.9,16.0,4.3
38103,4.7,57000.0,7.5,77.8,9.7,6.4,40.0,36.7,27.4,20.5,10.9,15.9,4.2
38105,2.3,79000.0,8.5,74.4,9.4,3.7,27.3,26.7,36.2,25.8,9.6,18.8,6.7
41001,6.3,45000.0,9.6,75.0,8.8,19.6,37.5,36.3,21.7,23.7,14.5,16.0,5.1
41049,7.6,60000.0,7.9,90.9,21.9,21.3,32.3,30.7,25.2,21.3,11.5,19.2,4.6
41059,8.8,63000.0,8.2,82.5,17.0,18.1,28.7,28.3,31.7,25.0,11.7,17.7,5.2
41061,6.0,59000.0,8.2,75.8,7.1,17.8,33.0,31.6,28.0,19.6,12.6,16.0,5.6
41063,5.7,52000.0,7.3,73.1,5.7,12.5,37.5,36.5,21.0,21.2,11.6,14.3,5.4
46013,5.7,65000.0,8.0,68.3,6.3,7.4,32.1,32.4,33.7,25.2,9.1,16.3,3.0
46019,4.5,52000.0,7.6,78.5,7.3,19.5,35.0,33.8,25.7,24.8,12.5,18.6,3.4
46021,4.5,53000.0,6.6,71.7,10.7,3.3,36.9,35.6,24.7,18.6,10.7,14.1,3.4
46025,5.1,54000.0,8.2,81.1,7.5,3.3,34.9,32.9,23.7,21.4,12.3,17.5,3.7
46029,5.1,62000.0,8.4,80.0,8.5,7.7,31.2,28.9,32.6,25.7,9.0,18.3,3.1
46031,4.4,30000.0,14.2,83.9,15.2,36.8,37.3,32.1,34.4,31.7,37.1,30.5,4.7
46037,5.1,50000.0,7.0,77.9,9.6,8.3,38.0,35.6,25.5,23.7,12.9,18.5,4.3
46039,5.0,58000.0,6.7,77.3,7.8,4.2,31.5,33.0,26.0,26.2,9.5,16.7,4.2
46041,4.3,40000.0,15.9,82.8,16.8,32.8,35.5,29.4,41.0,33.4,24.9,31.2,5.9
46045,5.1,57000.0,6.9,74.1,6.5,2.8,32.6,32.4,31.9,25.6,12.2,16.1,2.7
46049,4.9,50000.0,7.1,71.4,7.5,3.3,34.9,33.4,24.2,21.7,18.7,16.4,2.7
46051,5.6,60000.0,7.2,77.6,9.0,4.5,33.0,32.9,25.3,22.2,9.3,16.2,3.4
46057,5.1,63000.0,8.4,78.2,7.8,3.3,29.3,30.8,30.8,24.4,8.9,17.1,2.4
46063,4.1,59000.0,7.0,75.3,5.5,1.4,31.8,32.0,24.8,22.1,11.0,15.8,2.8
46089,4.8,45000.0,7.6,76.5,15.7,5.4,38.1,36.5,27.3,22.9,18.4,16.3,4.2
46091,5.0,57000.0,7.0,74.2,7.1,3.8,31.8,32.2,24.6,20.9,13.2,15.3,3.5
46105,4.1,47000.0,6.6,79.2,10.1,5.0,36.8,34.6,28.1,24.4,15.4,16.3,3.1
46107,4.6,57000.0,8.5,76.5,5.9,2.9,36.4,35.6,25.0,23.3,9.4,15.2,3.0
46109,5.9,51000.0,8.0,83.5,9.8,15.4,37.4,32.5,27.2,21.2,17.8,22.1,4.6
46115,5.3,53000.0,8.2,73.8,7.9,4.0,32.6,33.4,27.2,22.9,12.8,15.5,3.2
46119,4.6,59000.0,7.2,78.2,4.1,1.2,36.1,34.9,22.6,19.0,7.8,15.6,3.8
46129,4.6,45000.0,8.4,78.5,11.0,9.3,34.8,34.3,22.1,24.5,15.0,17.3,5.5
46137,4.1,32000.0,13.5,83.9,12.4,37.3,34.3,29.9,39.6,27.9,43.9,30.6,4.5
53001,8.7,56000.0,9.3,86.2,31.1,17.8,28.0,30.2,30.7,23.5,12.7,17.0,5.5
53003,7.8,53000.0,8.8,76.6,9.0,18.9,36.3,36.7,29.2,17.9,14.1,18.0,3.7
53005,9.3,76000.0,8.2,68.4,9.0,13.5,29.1,32.3,30.1,20.4,9.1,14.0,5.6
53013,6.5,58000.0,9.5,74.7,11.9,15.1,35.2,36.8,25.0,19.6,12.6,14.3,5.2
53017,6.5,65000.0,8.7,79.4,17.4,10.6,30.3,31.9,33.1,19.0,10.5,15.4,5.5
53019,5.7,48000.0,7.8,78.8,10.1,18.3,39.3,37.4,25.5,17.3,18.4,18.4,8.9
53021,9.4,74000.0,10.0,81.1,23.3,14.6,26.2,29.0,31.1,19.1,12.4,15.4,6.6
53023,6.7,57000.0,8.5,74.3,4.5,14.6,35.0,35.8,27.9,25.1,11.4,13.0,5.8
53025,8.7,55000.0,11.1,82.0,21.5,16.9,30.8,34.0,37.9,23.5,13.6,16.5,6.6
53043,7.7,61000.0,7.6,74.6,7.1,12.5,37.5,37.9,30.5,20.6,11.4,14.6,4.9
53051,8.3,57000.0,8.5,78.9,9.3,18.2,38.1,38.6,25.8,19.6,14.7,16.2,7.6
53063,7.6,61000.0,8.1,68.4,5.9,15.5,29.5,31.4,29.9,18.0,13.4,14.4,5.4
53065,8.2,51000.0,7.2,79.5,8.3,16.4,36.2,35.0,30.2,19.7,15.0,17.0,6.7
53071,8.1,61000.0,8.1,71.4,12.2,13.3,29.5,30.4,26.1,18.2,12.9,14.1,4.6
53075,8.4,52000.0,8.4,51.8,4.4,6.3,22.4,24.6,25.4,17.1,15.7,13.2,4.5
56033,6.9,60000.0,7.2,69.4,4.5,3.9,32.9,31.3,25.2,19.7,9.5,16.5,4.2
1003,7.2,71000.0,7.9,68.1,9.5,8.9,39.2,37.9,27.7,22.8,8.9,16.1,3.0
1005,9.4,39000.0,11.3,88.4,25.3,23.7,49.6,38.6,24.8,27.5,25.5,24.8,5.7
1011,9.2,33000.0,9.1,89.7,25.1,26.6,50.8,36.1,21.2,20.6,30.8,25.1,4.0
1013,8.9,42000.0,12.5,84.0,13.6,24.4,49.9,39.6,29.1,29.9,20.6,20.9,5.3
1023,8.9,42000.0,10.4,86.5,17.3,22.7,52.2,40.0,27.9,27.2,20.4,20.2,4.4
1025,9.1,44000.0,11.8,86.2,17.4,22.5,51.1,38.0,35.7,28.0,19.5,21.8,6.0
1031,9.1,54000.0,11.7,78.3,14.4,13.9,41.2,35.3,29.2,30.6,13.9,19.0,2.8
1035,8.8,35000.0,10.0,86.2,15.0,23.3,51.1,39.5,25.2,30.3,22.9,22.0,4.8
1039,8.8,44000.0,11.3,84.4,14.7,18.6,46.3,40.6,31.2,30.4,17.1,20.1,3.0
1041,9.0,46000.0,10.4,81.5,21.2,20.7,46.0,39.7,24.8,23.9,16.8,21.1,3.3
1045,9.2,48000.0,11.7,81.8,14.7,19.3,42.3,37.8,36.3,27.0,15.5,19.7,3.1
1053,8.8,41000.0,13.8,87.5,19.6,21.5,46.5,35.1,32.6,31.0,20.4,23.5,4.1
1061,8.8,40000.0,8.8,86.9,18.2,18.1,45.7,40.7,30.2,27.9,21.0,22.7,2.8
1067,9.0,51000.0,11.1,81.1,19.5,16.1,47.9,38.9,32.7,23.6,16.2,19.6,3.2
1069,7.1,54000.0,13.2,77.9,13.1,17.7,45.5,36.5,38.8,32.9,14.8,19.7,3.4
1097,8.1,51000.0,12.3,75.6,12.7,19.6,42.5,36.5,36.5,28.1,17.6,19.7,4.7
1099,8.9,39000.0,11.4,86.5,16.5,18.8,49.7,38.8,33.0,32.4,22.5,21.7,5.6
1109,9.1,43000.0,12.4,70.4,12.6,20.4,40.5,32.6,29.2,26.6,19.7,17.5,3.2
1129,9.0,36000.0,11.5,85.6,14.1,16.9,46.5,38.2,32.0,30.0,17.5,21.4,4.7
1131,8.9,32000.0,11.7,88.3,20.7,38.7,54.1,38.8,26.1,26.1,22.2,23.5,11.0
12001,6.0,52000.0,9.3,55.9,7.2,11.9,28.0,27.6,29.4,20.5,17.2,14.8,3.7
12003,7.8,62000.0,11.9,85.6,15.1,15.1,36.2,32.5,31.1,32.6,12.8,24.7,3.7
12005,8.1,61000.0,9.4,75.5,9.1,13.6,35.7,33.5,31.1,29.1,12.4,20.2,3.9
12007,7.7,48000.0,10.9,89.7,21.1,15.4,39.7,34.9,36.4,33.8,17.5,25.4,4.2
12009,5.2,66000.0,9.5,69.1,7.8,11.0,36.1,34.9,26.0,23.6,9.9,15.6,4.0
12013,8.0,44000.0,10.3,90.9,22.1,15.7,38.5,36.9,33.5,34.5,20.3,24.8,4.5
12015,7.2,58000.0,8.2,76.2,9.2,7.9,43.8,41.2,27.0,20.4,9.8,16.3,4.4
12017,5.8,49000.0,10.1,81.1,10.5,13.5,45.7,42.4,29.9,28.2,12.6,19.9,5.7
12019,8.4,73000.0,11.9,73.8,7.9,9.2,33.9,30.4,31.2,27.0,8.9,19.3,3.5
12021,7.2,82000.0,6.3,64.1,11.8,5.4,33.6,35.9,20.2,19.5,10.1,13.4,3.7
12023,8.2,47000.0,12.4,85.1,15.0,19.2,39.1,34.9,35.2,31.7,15.6,22.4,4.5
12027,7.0,46000.0,12.2,87.8,25.6,15.3,36.4,34.5,30.1,30.6,20.8,23.2,3.8
12029,7.1,41000.0,10.1,90.5,20.4,21.2,42.2,38.1,33.5,32.6,23.2,25.0,4.3
12031,8.8,55000.0,11.1,69.3,9.9,16.4,34.5,31.3,32.0,27.0,15.2,18.4,4.5
12033,7.0,57000.0,12.6,72.8,9.6,15.5,35.3,31.8,28.5,26.4,13.5,18.6,4.5
12035,7.0,67000.0,8.0,74.4,8.5,9.8,40.7,37.8,31.7,20.3,9.4,17.2,4.6
12037,7.1,47000.0,8.3,79.6,18.9,13.1,40.6,36.5,26.8,28.3,19.1,22.4,3.8
12039,8.9,43000.0,15.6,81.8,18.6,21.7,43.0,33.5,37.4,31.9,21.9,22.2,5.4
12041,7.6,52000.0,9.8,87.7,13.4,14.4,38.3,36.0,31.7,28.4,14.5,22.4,3.7
12043,6.6,45000.0,11.4,88.5,28.1,8.7,40.1,35.5,30.6,28.9,18.1,22.7,4.2
12045,7.3,52000.0,9.5,76.8,14.6,11.2,42.7,37.5,24.6,28.5,15.1,19.7,3.6
12047,8.3,42000.0,11.3,91.8,24.8,17.3,41.6,34.4,31.5,30.3,24.2,27.9,6.0
12049,7.2,46000.0,11.2,90.9,23.8,20.6,34.0,33.1,33.3,31.6,21.2,23.2,4.8
12051,6.9,46000.0,10.9,91.8,30.9,22.2,33.0,30.6,39.4,34.7,22.9,23.7,6.1
12053,7.9,52000.0,11.3,80.9,11.6,14.8,38.8,35.9,31.9,28.0,12.5,19.6,5.1
12055,7.0,49000.0,11.3,82.5,14.7,16.7,42.8,38.2,27.7,27.8,16.1,18.0,5.9
12057,8.6,65000.0,8.9,65.5,11.1,15.2,30.9,30.4,27.2,22.0,11.9,16.1,4.3
12059,8.4,42000.0,14.8,90.1,19.7,16.6,40.3,36.2,42.6,35.4,20.5,25.8,4.1
12061,6.6,73000.0,8.4,69.4,9.9,10.0,38.8,38.3,25.6,23.6,8.7,16.8,4.7
12063,8.9,44000.0,12.3,87.1,17.8,16.6,42.2,34.7,37.7,35.0,19.5,23.4,4.6
12065,8.5,54000.0,10.1,76.7,17.4,13.9,41.8,37.5,26.6,25.0,17.2,21.6,4.2
12067,7.6,42000.0,9.4,90.7,26.8,11.2,37.2,32.2,31.5,29.7,20.7,26.2,4.0
12069,8.3,59000.0,9.7,75.6,10.0,11.9,37.9,35.4,30.4,25.3,9.2,17.2,4.7
12071,5.7,66000.0,7.5,71.5,10.7,11.2,35.7,34.3,26.0,21.7,10.5,15.6,4.2
12073,6.9,61000.0,7.8,53.4,6.6,11.2,27.7,26.9,26.1,19.0,17.6,15.9,4.2
12075,7.8,42000.0,11.1,85.9,13.8,16.9,40.9,35.8,35.8,31.4,16.9,22.9,4.5
12077,7.5,47000.0,10.8,86.4,20.4,13.1,38.4,33.7,30.2,29.5,21.2,25.2,4.2
12079,8.4,42000.0,12.0,86.2,20.1,19.1,42.4,36.2,34.6,29.8,23.8,26.3,4.9
12081,7.9,63000.0,8.9,69.8,10.6,9.5,36.1,35.1,26.2,21.4,10.9,16.0,3.9
12083,8.4,49000.0,10.1,79.3,12.0,15.8,41.0,36.3,33.1,26.6,15.3,18.6,4.9
